Label	Id
1	ClientId:005AA0CE517B6E8D3AB6ACCB50E46FEA,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:006EB1477CDF649E1836BD437DF065EA,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00704013A9AA629C35694C17A87A63D8,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0077A8B78FCA6BF2048EA4B38E1D6A80,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:007FE093B5406A33281AEC97B4DF6BF1,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0087FF8A5FB263D50F48F38F5EDD626C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:008C65ACB1B76F6526C969A8B0006E68,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:008FB3D49B196E533E82BFD09A2C6F4E,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:009340DBB61464BC24D74CDFB73B65FD,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:009696D5E058682E04329AD1E170699F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0097CE701B086BC43B02C2741AD86A1D,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:009F798BB65062C726A9758FB7E66331,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00A3606CDBC861A52C546C68DA606050,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00A5E249EDFD63201E60EE4DEC4A62C9,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00ACF1FDC7AB6D6626B2FDF9C6156C95,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00B83C622D1A652936E530662C926471,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00B83C622D1A652936E530662C926471,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00C280FC45D36CE234988CF844A26D57,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00CBF262C1016AEB00EFFE66C0FC6B82,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00CC7D9BC7CE6AAD38CB719FC6BF6BFF,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00CD05BEC3C46FC1122609BAC2F66E49,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00D6FA3C306762A53842F63831EF63B5,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00DF16E0370F6095050B1AE4362D6188,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00E124BFC4AE672934D828BBC5EE66AC,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00E455EEC16B6C0628CA59EBC0446D5B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00E4E84062FE658320DBE44463416407,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00E700B0283E6C7736310CB529116D59,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00EC19A3ED5F63B037FB15A6EC8B628C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00EFDB6D281D6A7B0F2ED76829CA6B60,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00F8B82B7B4466192138B42F7A5D673C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:00FC9A08434267130CE6960D428866B3,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01034B6674A2627112304762757263B7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01083A934C746CD53DD236974D056DA5,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0109C88A49A26E30308DC48E48726F4C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01120B5E4A0C69921B67075A4B7F6873,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01130C4AF8AC668D1133004EF9046766,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:011320FF77796F630DCA2CFB76D16EF7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:011579D3508965E3072975D651A664E4,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0119B57384C5682B11ACB977859E697B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01226631A09F634413836A35A1346254,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0128651741F66D341E8C691340B56CA1,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:013DB191BF4C6426015FBD95BE626591,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0147EFA3309862B73B40E3A731116320,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:014D3A200B526FC805DD36240AC96EB5,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01528E46369464F3118F824237386500,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01553C1F643F6D042C78301B65866CEE,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:015F7B2A641866DC2400772F65B86726,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:016656005FCD6B4833045A045E666AA5,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0166AFAE298E6D083D7EA3AA28E66CB6,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:016ED4C8F5436B6A1F8DD8CCF4326AF6,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0172937E9DF0683519C09F7B9CE86996,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0177AB5290736E062AEEA75691D86F6B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:017B04099BFF63752ED0080D9A2F62C2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:017D9124A63E66283DAC9D20A71067DA,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:018B627FABD169A53D556E7BAAA06831,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01950DE25AD06322325E01E65B5862EE,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0195963557126C451CC99A3056C26D92,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01969171F9396E8A19949D75F8E96F35,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01980066900760BC262B0C62919E618B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:019DC4B993B360921B18C8BD92636146,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:019FCB3FBCB766701BC5C73BBD51672F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01A8C3E8481A6DB0265CCFED49356C80,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01B3BF0487486D86282BB30086396CFB,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01B7FC0F24CB60530C8DF00B250161DB,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01C33D55C9496E8A324F3151C8386F28,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01C5713DDA086CA50EA27D39DBA06D32,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01C5F00A157B61572469FC0F144E6076,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01C75913B36869443E195517B2406817,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01D6836BD038629B12DE8F6FD1DE6346,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01D6CCFA1F4467CF33E9C0FE1E2866EA,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01DCE7170057681A1A0CEB13017569C9,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01DF2F020D4862D8190923060C3363C3,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01E0871F1025635E276B8B1B11D86263,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01E2AE15D1F66E4C0504A211D0106F45,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01EC0BA4D4ED61922E5707A1D5276085,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01ECD40DF9BE6FFA3C7FD808F8156E86,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01EE80BEB41465AE2F708CBAB5556489,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:01EF1783DD8168EF2FEF1B86DC6D6983,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02170FA9B5F9617827B203ADB44F6092,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02189EC7B84660962EFB92C3B9EE61AA,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:021B41D4647F6E2B154B4DD165AB6FD7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:021D22BF910D692A398E2EBB90546840,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0224166B4C9F64FE0F9E1A6E4D376588,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0237B176E9B466A43076BD73E81C6791,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02484806EE0D672610BC4402EF156676,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0253843910306FC2100E883D11E06E16,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:025BF8C4C199666B3286F4C1C0B767F9,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:025C1D33CDE66A1830DB1137CC006B8C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02606918614B66753D96651C609B67F4,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02646DC549BB6EF21FD161C148026F6B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0267589785CF62FE07B4549384186333,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02776E9EB552644B1CDC629AB4EC659F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02777FF90C7968811B1073FC0D9F6959,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:027AA817D19A6C0325B8A413D0326DBB,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:027B0044609668830B160C416128696A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:027CA65046036655018FAA5547BD676A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:027DBB1BC06C674632C7B71FC10066D0,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:028236DCD6AE69E42D9B3AD8D7CF68C6,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0284E3E64A8F6E5F3243EFE34B316FE2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0287060F8F1B68211B450A0A8EFD6984,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:029649F0842E65AB115D45F48530640A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02992C38225E6E883FCB203C23D66F16,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:029CF47B4B3A69E90E7BF87F4AD0683A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02AE8D7B58D964DA373B817E59516556,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02AEB9882066618A2609B58D215B60F7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02B61C9F0E3567713902109B0F9D6646,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02C3D73F7B9B6BC116ADDB3A7A776A5F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02CDDC73A5E866F3281AD077A4736741,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02D3F66A7700649706EBFA6F762F65B2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02D58DA4F35F68F1047381A1F29769CB,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02D643C3964E6DE53E734FC797666CCA,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02D6B65192D96D41001EBA5593FB6CB7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02D6DE4769F46F232D60D24368D16E2B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02DC68D029E76DDE353064D5280B6C4D,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02DF5995046F6E862F345591052C6F25,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02E691D2D0D76CB51CFC9DD6D1A66D7B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02E731C6111A65980EAB3DC210756479,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02F15D386DFB63821296513C6CD4620F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02F5F41A5A326CB50C6CF81F5B996DA2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02F67CEEF65060E0377170EAF7F861BE,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02F89825243A6A243454942125EA6B43,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:02FD6384B578603B21956F81B4D061CF,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:030C2AFADDC868502F9026FEDCD069D2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:030DE7A3B0ED6AA1384FEBA7B1396B04,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:030E78276B006DBE1B4574236A2F6C54,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:030F6E8125AB68981B6A6285246169B2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0314CDA4D17461B5252AC1A0D0AA6082,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0317CC6FDBF565AE2638C06ADABE6444,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:031D7972A7156E2513397576A6646F34,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0323943E98B7681E09D6983A994B69C4,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03310895E1E46E2B37EE0491E0526F21,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:033457C6ADC46E50336F5BC2ACB56FC1,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03348B5264E56C6220448757654D6D1B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0339114BE4E9687B06651D4EE5C76991,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03391A1D1A3464773F1B16191B776538,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:033C3FEA7FAE6F9116F833EE7EEE6E51,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0340389B36B061210997349E371B603C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03408036BF376F5619E48C33BE466EA0,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0342626869346EF005F46E6C68D26F4E,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0346BCAAE7386EB32F39B0AEE6576FA8,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0347A8516F116A652E31A4546EED6B21,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:034BBDB1A55160301436B1B5A4E661AF,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:036468A1B37D65072D0664A4B2D56450,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:036660D90AF86EE714276CDD0B636F19,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:036C7294866968E1144C7E91874669C7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:036D32675A326C922EAB3E625BD46DED,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03710B3F1DCB6DB530DF073B1CBA6C99,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:037374D4AA506DBD136C78D1AB7E6CEF,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03783DC4741F6CE4206331C075C36D6F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:037919055DBC6E0B3C8A15015C416F66,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:037B0807782A6F893A38040379F66E18,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:037C4AA6791F6EB0358146A3781E6FDC,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03831528916F634F0323192C902F6228,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:038665525ECA63A30CCA69565F616225,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:038A8DEB711F65A625B681EF706E6423,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:038C46A3725C6B7508214AA773336A2A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:038F0F6755876DB23544036354FC6C23,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:039029AF6A486BBA392825AB6B666ACE,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0393F1C14B5A62860CB7FDC44AF66341,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0398136AE3AE4A40880F609622E9F692,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:039B3120663666BE3C7E3D2467AF67C0,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:039BA733ADD764151B1EAB36ACD66533,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:039CC4A8F448674F0B2CC8ACF5396677,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03A5E1C12EEE6F13246EEDC52FCC6E1D,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03C452E68957688730625EE288DF69C6,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03CA45A90E426B0F19E649AD0F926AA2,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03CFD1DD9AD3673106D9DDD99BFD66D1,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03D0CA171232603914B1C61313BA619A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03D680302E0968E619A48C352F26693A,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03E0D98D0EA66DA808D5D5890F3F6C55,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03EBDD5C44386A560424D15845F26B43,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03F9BB5380786BF00E8BB75681A86A4F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:03FC16E4007565B529381AE001A964D1,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0404D11029B66A600650DD1428ED6B35,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04052D67F6F4684D3A412163F72169E8,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:040C0B3F90176E513811073A91226F30,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:040DB10D6F6A6AFA03D8BD096EE26B78,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04100464C236697C29990860C3E6688D,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0415E88B60D96A4617EAE48E61A66B5F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:041BDCAD1A08609606A4D0A91B266157,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0424E385E91E68852919EF80E8D6694C,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:042FB1EB4D7064CE2CACBDEF4C9C65A9,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0432E49B630763863385E89F62AC6235,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0434D1D323346B5B3926DDD722E46A71,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0435F933AD8763563626F537AC57622F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0458371E6F20621905AC3B1B6EF4638E,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04599E1D6F28682425E692186E04697E,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0460BFA9899D6738123AB3AD88356683,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0476127E5DDF6D1E36AF1E7A5C336CC4,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0478EDEC96576E9313CFE1E897FC6F5D,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0479A11D5C9E659300ABAD185DEF6414,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04827C908A366E731DC270958BE16F05,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0487B44F49B86EFA2D36B84B48A06F01,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0493F6277728610D1A6AFA23760A6001,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:0497E491A77A692309EFE895A6C46831,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:049F76E531D564F5251F7AE1307E654E,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04A251F5D37E63470D8F5DF1D20F62E7,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04A3DD6D66966A4A11E2D16867096BE3,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04AF669B19826475318E6A9F1868650F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04B37E9549216B812A4A7291488A6A85,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04C75276A2E6651900035E72A39764FD,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04D5AAADE03B6A1637CFA6A8E1156B4F,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04DA1166F79C61951AA41D62F6E3609E,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04E4DC090EB560591557D00D0FF6613B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04F231528E586B3035D13D578F8F6A08,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04F5BA21D0376F2E1905B625D1196EEB,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:04F924EE31936A46187428EA30BC6B2B,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
1	ClientId:05184A9DD58B66C82E424699D4FA6752,RequestDate:2018-06-04,SetName:KnownBot,TrueLabel:true
